Sample	Total_number_of_reads	Percentage_reads_mapped	BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	Run	Duplication	Methode	Number_variants	Perc_dbSNP_variants	Perc_PASS_variants
U166217CF2015D26747	106249778	99.49%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	105454632	105454632	 95371026	1	0.904380	90917211	0.953300	13312801153	6261042455	3499081335	3552677363	4347250238	0.733138	0.266862	0.641492	 92.65879	 99.69737	0.393191	0.273006	21.54642	0.015622	1.661623	0.982373	0.974996	0.967183	0.953717	0.925761	0.873138	0.416902	185159540	5.173916	5.255118	5.347147	5.433763	5.537701	6.109364	3.984651	1.322686	170616_NB501012_0151_AHJ3LTBGX2	9.53944378763865	Exomes	81752	0.9140449163323221	0.863881005969273
U178779CM2017D08425	103650302	99.49%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	102886808	102886808	 93586641	1	0.909608	89078319	0.951827	13047852302	6128113021	3423332329	3496406952	4243607286	0.732032	0.267968	0.641590	 90.69153	 97.26484	0.394448	0.273148	21.51720	0.015004	1.676980	0.983007	0.975175	0.966422	0.950382	0.918397	0.861763	0.395682	191756645	5.234634	5.321650	5.406029	5.495681	5.593772	6.163330	3.694093	1.368423	170616_NB501012_0151_AHJ3LTBGX2	9.01884374040886	Exomes	82873	0.9156782064122211	0.8661204493622772
U178774CM2017D08409	117378047	99.26%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	116480720	116480720	105127870	1	0.902535	99759016	0.948930	14602980829	6929750677	3916797324	3756432828	4797915502	0.742763	0.257237	0.638890	102.55517	109.89206	0.393991	0.272786	21.74073	0.014434	1.665031	0.983613	0.976432	0.969541	0.958228	0.936675	0.897801	0.495219	202059029	5.144419	5.224717	5.302041	5.385314	5.474534	5.988443	4.176429	1.215283	170616_NB501012_0151_AHJ3LTBGX2	9.74423119386168	Exomes	81410	0.9128853949146296	0.86411988699177
U166217PM2017D08307	94945245	99.54%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 94237664	 94237664	 85279755	1	0.904943	81214847	0.952334	11894345542	5666766753	3156060678	3071518111	3925482601	0.741767	0.258233	0.642285	 83.86395	 89.95377	0.398230	0.275862	21.82694	0.015199	1.665811	0.982791	0.974615	0.964428	0.944165	0.902358	0.830165	0.332934	168778403	5.136662	5.230913	5.327581	5.433915	5.544116	6.193722	3.788503	1.405211	170616_NB501012_0151_AHJ3LTBGX2	9.4786869220864	Exomes	81034	0.9136288471505788	0.8661179258089197
U177499CF2017D05075	96998243	99.55%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 96245268	 96245268	 87193106	1	0.905947	83033388	0.952293	12148311486	5787805036	3161601854	3198904596	4037045737	0.736679	0.263321	0.646725	 85.65522	 92.61157	0.398252	0.277784	21.82710	0.016178	1.780992	0.981817	0.972473	0.956841	0.928294	0.880380	0.811611	0.365273	173427600	5.457450	5.560985	5.669451	5.782847	5.904131	6.625920	6.858631	1.231152	170616_NB501012_0151_AHJ3LTBGX2	9.37469355051164	Exomes	81683	0.9159678268427947	0.8660308754575615
U166217PF2017D08212	95384709	99.51%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 94660150	 94660150	 85863641	1	0.907073	81864605	0.953426	11984689921	5670217014	3232475531	3081997376	3928653386	0.742839	0.257161	0.636910	 83.91501	 90.13640	0.396694	0.274852	21.67559	0.016287	1.638844	0.981893	0.973867	0.964261	0.946039	0.906862	0.836703	0.332721	173813670	5.083013	5.177747	5.270052	5.367216	5.466322	6.084280	3.153243	1.526794	170616_NB501012_0151_AHJ3LTBGX2	9.26715450839679	Exomes	81423	0.9156135244341279	0.8619554671284526
U175379CM2017D00083	87277370	99.59%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 86640558	 86640558	 79141494	1	0.913446	75455286	0.953423	11063459053	5221980320	2882387207	2959091526	3612721407	0.732535	0.267465	0.644341	 77.28144	 82.84106	0.399151	0.276144	21.62431	0.015660	1.656821	0.982101	0.973725	0.961831	0.936135	0.882038	0.793529	0.268509	169472949	5.161680	5.255227	5.351001	5.455684	5.566604	6.208067	2.997045	1.487236	170616_NB501012_0151_AHJ3LTBGX2	8.62744285040916	Exomes	82021	0.9120225308152791	0.8616817644261835
U178817CM2017D08556	101537063	99.51%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	100776020	100776020	 91752640	1	0.910461	87302772	0.951501	12777437354	5997578465	3323123428	3456735461	4180544795	0.729466	0.270534	0.643469	 88.75971	 95.79830	0.394132	0.274725	21.50454	0.014823	1.741787	0.983241	0.975476	0.964999	0.943273	0.901748	0.836569	0.388536	189210975	5.414634	5.507509	5.600384	5.693259	5.798517	6.417683	5.286287	1.238663	170616_NB501012_0151_AHJ3LTBGX2	8.93052345350839	Exomes	87831	0.908836287871025	0.8644214457310061
U175379PM2017D06892	89430577	99.65%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 89036750	 89036750	 80068169	1	0.899271	76574129	0.956362	11332487076	5517715819	3021586083	2793185174	3847346796	0.753524	0.246476	0.646155	 81.65810	 88.19796	0.410405	0.286164	22.30653	0.015375	1.763959	0.982616	0.974626	0.962495	0.933256	0.876801	0.794288	0.325713	153141655	5.306168	5.417397	5.528625	5.653757	5.790011	6.613101	7.109280	1.214308	170616_NB501012_0151_AHJ3LTBGX2	10.0642346768235	Exomes	83946	0.9091797107664451	0.8566340266361708
U173930CM2017D03140	88000605	99.59%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 87347880	 87347880	 79202127	1	0.906744	75481939	0.953029	11059497561	5289577509	3005735401	2764184651	3663021964	0.750062	0.249938	0.637659	 78.28183	 83.97057	0.401044	0.277722	21.91208	0.015541	1.646482	0.982718	0.974498	0.962902	0.937984	0.885892	0.800679	0.280126	161603717	5.066278	5.160480	5.259168	5.362342	5.483460	6.161716	2.955408	1.464669	170616_NB501012_0151_AHJ3LTBGX2	9.29477907291318	Exomes	81927	0.9098221587510833	0.8633905794182626
U171749CM2016D18977	99366325	99.38%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 98669482	 98669482	 88050080	1	0.892374	 83674106	0.950301	12270512641	5752739022	3443011608	3074762011	4001403378	0.749419	0.250581	0.625587	 85.13627	 91.70683	0.386113	0.268567	21.47880	0.014885	1.667397	0.983120	0.975161	0.965701	0.946954	0.906363	0.835794	0.347513	154856151	5.212462	5.326298	5.432546	5.553971	5.675397	6.464663	4.153067	1.317606	170619_NB501012_0152_AHJ7HGBGX2	10.7540642854417	Exomes	83797	0.9041970476270034	0.8571189899399739
U178625CM2017D08093	76080506	99.43%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 75551080	 75551080	 67810025	1	0.897539	 64459714	0.950593	 9457381562	4545185771	2706327042	2205868749	3161718855	0.766757	0.233243	0.626791	 67.26538	 72.51819	0.398413	0.277144	22.01804	0.015817	1.686470	0.982202	0.973266	0.957252	0.914796	0.827488	0.703969	0.185048	127917821	5.167248	5.300984	5.440535	5.591714	5.756849	6.817434	4.385034	1.180247	170619_NB501012_0152_AHJ7HGBGX2	10.2332633397724	Exomes	87820	0.9037349123206558	0.8697335458893191
U172789CF2016D23576	61372548	99.45%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 60924054	 60924054	 53865276	1	0.884138	 51312153	0.952602	 7506923722	3626907387	2085397188	1794619147	2525407818	0.760938	0.239062	0.634929	 53.67554	 58.03491	0.394249	0.274515	22.13464	0.018259	1.658140	0.980058	0.969164	0.940592	0.855919	0.709188	0.543499	0.080745	 89537565	5.094868	5.282373	5.482379	5.713635	5.972392	7.982449	3.790384	1.170035	170619_NB501012_0152_AHJ7HGBGX2	11.5649348013054	Exomes	80333	0.9175681226893058	0.866343843750389
U178267CM2017D08247	91817543	99.45%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 91200520	 91200520	 81529315	1	0.893957	 77651567	0.952437	11405850933	5481771019	3117583278	2806496636	3809842305	0.753942	0.246058	0.637463	 81.12615	 87.32320	0.398058	0.276651	22.01868	0.015298	1.679292	0.982777	0.975102	0.964695	0.942726	0.896120	0.816845	0.311114	146622049	5.129615	5.242294	5.357321	5.481737	5.607092	6.429648	3.761794	1.350090	170619_NB501012_0152_AHJ7HGBGX2	10.5908778588303	Exomes	81389	0.914251311602305	0.8668124685154014
U174364CF2016D24705	93059461	99.57%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 92455676	 92455676	 80604268	1	0.871815	 76915019	0.954230	11307886497	5567359748	3174160493	2566366256	3863328216	0.773046	0.226954	0.636887	 82.39280	 88.65260	0.398785	0.276727	22.55619	0.016591	1.641715	0.981556	0.973115	0.962851	0.943592	0.901972	0.827942	0.322915	124451261	4.916149	5.045069	5.173989	5.317233	5.471937	6.457458	3.241780	1.647572	170619_NB501012_0152_AHJ7HGBGX2	12.790441820678	Exomes	82621	0.9130003267934302	0.8596603769017562
U032532CF2017D04259	108534960	99.44%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	107806590	107806590	 96417539	1	0.894357	 91896781	0.953113	13488902601	6335085948	3728820328	3424996325	4399844078	0.746088	0.253912	0.629486	 93.75458	100.92524	0.389162	0.270281	21.51661	0.015869	1.654512	0.982326	0.974944	0.967318	0.954595	0.928251	0.878258	0.426275	172833312	5.158954	5.250492	5.353124	5.458531	5.555061	6.207473	3.606112	1.421216	170619_NB501012_0152_AHJ7HGBGX2	10.552484923954	Exomes	83012	0.9114344913988339	0.8619958560208163
U175226CM2017D05446	99057347	99.50%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 98370584	 98370584	 88670428	1	0.901392	 84500932	0.952978	12402071360	5830141434	3435306174	3136623752	4056731129	0.747089	0.252911	0.629235	 86.28177	 92.96090	0.392497	0.273108	21.53688	0.014818	1.690198	0.983254	0.975719	0.966584	0.948418	0.909983	0.842479	0.358756	170047024	5.265163	5.356275	5.462572	5.568870	5.687315	6.367618	4.208222	1.219140	170619_NB501012_0152_AHJ7HGBGX2	9.84183132715732	Exomes	81104	0.9132595186427304	0.8651114618267903
U103329CF2012D13089	111967848	99.49%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	111187998	111187998	 99296802	1	0.893053	 94627996	0.952981	13888701254	6564369800	3797830179	3526501275	4561913789	0.746088	0.253912	0.633492	 97.14781	104.64925	0.390983	0.271714	21.65356	0.015826	1.661099	0.982244	0.975165	0.968050	0.956512	0.933009	0.887634	0.455666	175871212	5.143354	5.237776	5.323614	5.426619	5.529625	6.161392	4.211656	1.354996	170619_NB501012_0152_AHJ7HGBGX2	10.6746834543069	Exomes	82498	0.9119736236029964	0.8606632888070014
U125542CF2017D02280	103129404	99.55%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	102586102	102586102	 91222632	1	0.889230	87325339	0.957277	12887884939	6193915196	3719998108	2973971635	4302068114	0.769243	0.230757	0.624770	 91.66535	 98.71099	0.399852	0.277723	22.01819	0.016121	1.645183	0.982087	0.974791	0.966879	0.953133	0.924626	0.870415	0.410540	161368302	5.019143	5.115145	5.216481	5.323151	5.438354	6.123173	3.877251	1.412737	170619_NB501039_0134_AHJC5CBGX2	11.0687002192696	Exomes	82593	0.9038054072379015	0.8585594420834696
U154607CM2015D20746	103279829	99.62%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	102739056	102739056	 92938564	1	0.904608	88792664	0.955391	13114075847	6371985193	3712380457	3029710197	4426017531	0.768973	0.231027	0.631868	 94.30066	101.39863	0.410735	0.285299	22.26051	0.014961	1.662273	0.983226	0.975971	0.968152	0.954545	0.926620	0.876673	0.433825	190438134	4.999109	5.079112	5.169783	5.255120	5.344723	5.882346	4.004384	1.330204	170619_NB501039_0134_AHJC5CBGX2	9.5253189657784	Exomes	83240	0.9027751081210956	0.853471888515137
U173727CF2016D24438	107328885	99.61%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	106760570	106760570	 95336476	1	0.892993	91206408	0.956679	13463149674	6472995892	3724861567	3265292215	4488145808	0.757464	0.242536	0.634741	 95.79554	102.94669	0.401530	0.278406	22.02707	0.015969	1.634074	0.982070	0.974445	0.966801	0.954751	0.931208	0.886636	0.447216	172208673	4.984657	5.076184	5.159391	5.259239	5.359087	5.958175	3.084067	1.695365	170619_NB501039_0134_AHJC5CBGX2	10.6855394338432	Exomes	81975	0.9054345837145471	0.8611283928026837
U152779CM2014D18401	117805733	99.60%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	117136120	117136120	104070468	1	0.888458	99389982	0.955026	14664469285	6886990982	4104271577	3673206726	4785369930	0.749517	0.250483	0.626588	101.92236	109.63373	0.389369	0.270550	21.51598	0.014357	1.661117	0.983475	0.976169	0.969216	0.958026	0.936726	0.898134	0.496643	178327344	5.177806	5.268920	5.356996	5.460258	5.565950	6.185522	3.684201	1.453374	170619_NB501039_0134_AHJC5CBGX2	11.1355302139501	Exomes	100503	0.8990378396664777	0.8733669641702237
U152779CF2014D18403	76156062	99.62%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 75744274	 75744274	 67353579	1	0.889223	64337518	0.955220	 9502286653	4685246543	2683721877	2133318233	3248892823	0.775494	0.224506	0.635808	 69.33818	 74.59225	0.409643	0.284059	22.58928	0.017271	1.657605	0.981140	0.971994	0.957816	0.924151	0.850475	0.737260	0.196996	119952303	4.974679	5.104485	5.238224	5.387697	5.552904	6.629110	2.765818	1.798424	170619_NB501039_0134_AHJC5CBGX2	11.0600965222595	Exomes	98909	0.9023546896642368	0.8744401419486599
U176186CF2017D01930	87022795	99.62%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 86538046	 86538046	 77738999	1	0.898322	74376167	0.956742	10976927369	5284301566	3098711413	2593914390	3666463267	0.763694	0.236306	0.630358	 78.20375	 84.15580	0.404393	0.280584	22.05488	0.016777	1.650114	0.981415	0.973443	0.962969	0.940468	0.889420	0.802240	0.283046	148380002	5.045058	5.146230	5.251899	5.375553	5.503704	6.280705	3.674583	1.517903	170619_NB501039_0134_AHJC5CBGX2	10.1492728717499	Exomes	82270	0.9032454114501033	0.8568250881244682
U176047CF2017D03744	107593664	99.66%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	107008776	107008776	 95718629	1	0.894493	91609056	0.957066	13525722877	6437715010	3782446306	3305561561	4470018127	0.755609	0.244391	0.629903	 95.27341	102.54133	0.398415	0.276639	21.80566	0.015964	1.653892	0.982194	0.974778	0.967168	0.954847	0.930085	0.883337	0.442403	174618245	5.089908	5.181744	5.276362	5.373764	5.478958	6.093422	3.445026	1.604490	170619_NB501039_0134_AHJC5CBGX2	10.5288519380217	Exomes	83484	0.9024962867136218	0.8529418810790091
U158692CF2017D04148	100746567	99.64%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	100216592	100216592	 90436742	1	0.902413	86638247	0.957998	12797629777	6194672611	3603589980	2999367186	4293536369	0.765631	0.234369	0.632222	 91.67656	 98.51735	0.409357	0.283726	22.17618	0.015992	1.641956	0.982155	0.974694	0.966663	0.953141	0.925618	0.873757	0.411262	180494152	4.972228	5.058329	5.144429	5.238356	5.338545	5.902110	3.047242	1.615175	170619_NB501039_0134_AHJC5CBGX2	9.74251803484301	Exomes	82835	0.9027222792297942	0.8600108649725358
U175717CM2017D04655	116194312	99.56%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	115534866	115534866	104399137	1	0.903616	 99722822	0.955207	14673208081	6870511618	3962957804	3839738659	4773933166	0.738316	0.261684	0.634193	101.67848	109.33219	0.393821	0.273644	21.45171	0.014020	1.656548	0.983702	0.976241	0.969208	0.957948	0.936514	0.897335	0.495207	202232357	5.164183	5.244847	5.328498	5.406174	5.495801	6.012049	4.013951	1.441897	170621_NB501012_0153_AHJC5MBGX2	9.62623121248652	Exomes	81540	0.9064998773608045	0.8596517046848172
U176462CF2017D05694	82903853	99.38%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 82466048	 82466048	 75179662	1	0.911644	 71769571	0.954641	10557784682	5077508176	2994468304	2485808202	3529139018	0.764552	0.235448	0.629029	 75.14336	 81.01495	0.407754	0.283411	22.03311	0.016867	1.687812	0.981467	0.973416	0.961978	0.934420	0.872134	0.772913	0.256801	163995544	5.145745	5.247946	5.345889	5.452348	5.572434	6.277620	4.836310	1.210784	170621_NB501012_0153_AHJC5MBGX2	8.84383548502105	Exomes	82660	0.9113597870796032	0.8637551415436728
U153377CM2014D21631	125269601	99.49%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	124555278	124555278	112809555	1	0.905699	107794261	0.955542	15856970187	7442311823	4241788467	4172869897	5178105998	0.736843	0.263157	0.636961	110.14070	118.57979	0.395702	0.275316	21.50234	0.013792	1.693997	0.983905	0.976672	0.970670	0.961441	0.944462	0.912864	0.554749	223031418	5.257086	5.334362	5.408419	5.479256	5.560397	6.024057	5.543856	1.184522	170621_NB501012_0153_AHJC5MBGX2	9.42467403186552	Exomes	83373	0.908531538987442	0.8616218679908364
U091596CM2017D02893	107139394	99.57%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	106545654	106545654	 96647744	1	0.907102	 92314633	0.955166	13588492297	6381415208	3737515653	3469561436	4438239903	0.744669	0.255331	0.630641	 94.44021	101.66930	0.396647	0.275866	21.51512	0.014376	1.666710	0.983582	0.975778	0.967772	0.953857	0.926235	0.875815	0.433979	196218858	5.182257	5.264912	5.353078	5.438489	5.529411	6.065019	3.846444	1.488642	170621_NB501012_0153_AHJC5MBGX2	9.277940568673	Exomes	82781	0.9055097184136457	0.8647636534953673
U177232CM2017D05690	99789770	99.54%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 99193066	 99193066	 90597844	1	0.913349	 86412629	0.953804	12686035029	6040999279	3472623236	3172412514	4208428332	0.749929	0.250071	0.634984	 89.40231	 96.39825	0.403321	0.280971	21.81629	0.014947	1.691197	0.983377	0.975919	0.967328	0.950366	0.913837	0.849931	0.387676	198059833	5.177625	5.261903	5.338519	5.430458	5.522398	6.061775	5.469122	1.036301	170621_NB501012_0153_AHJC5MBGX2	8.65341430746657	Exomes	80970	0.9079535630480425	0.8676423366679017
U146668CM2016D21847	122330043	99.50%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	121651452	121651452	109102771	1	0.896847	104000806	0.953237	15278331078	7232310817	4282185706	3763834555	5032200917	0.753649	0.246351	0.628105	107.03284	115.20065	0.393716	0.273945	21.68698	0.013778	1.669575	0.984160	0.976796	0.970138	0.960059	0.941549	0.908233	0.534139	201938358	5.149038	5.224258	5.305746	5.393502	5.483766	6.002783	4.251229	1.353922	170621_NB501012_0153_AHJC5MBGX2	10.3097744930697	Exomes	87725	0.9074494157879738	0.8616927899686521
U125167CM2010D12278	122071727	99.55%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	121379514	121379514	108590194	1	0.894634	103603420	0.954077	15244769468	7353470489	4152550993	3738747986	5114820413	0.754752	0.245248	0.639098	108.82591	117.13183	0.401208	0.279067	22.09884	0.014025	1.673312	0.983953	0.976913	0.970589	0.961021	0.943160	0.910322	0.547783	197185431	5.062943	5.138208	5.222881	5.307555	5.399754	5.911557	4.967676	1.271327	170621_NB501012_0153_AHJC5MBGX2	10.5243031547227	Exomes	82422	0.9075974861080779	0.8601101647618354
U175717CM2017D04655	116194312	99.56%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	115534866	115534866	104399137	1	0.903616	 99722822	0.955207	14673208081	6870511618	3962957804	3839738659	4773933166	0.738316	0.261684	0.634193	101.67848	109.33219	0.393821	0.273644	21.45171	0.014020	1.656548	0.983702	0.976241	0.969208	0.957948	0.936514	0.897335	0.495207	202232357	5.164183	5.244847	5.328498	5.406174	5.495801	6.012049	4.013951	1.441897	170621_NB501012_0153_AHJC5MBGX2_old	9.62623121248652	Exomes	81540	0.9064998773608045	0.8596517046848172
U176462CF2017D05694	82903853	99.38%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 82466048	 82466048	 75179662	1	0.911644	 71769571	0.954641	10557784682	5077508176	2994468304	2485808202	3529139018	0.764552	0.235448	0.629029	 75.14336	 81.01495	0.407754	0.283411	22.03311	0.016867	1.687812	0.981467	0.973416	0.961978	0.934420	0.872134	0.772913	0.256801	163995544	5.145745	5.247946	5.345889	5.452348	5.572434	6.277620	4.836310	1.210784	170621_NB501012_0153_AHJC5MBGX2_old	8.84383548502105	Exomes	82660	0.9113597870796032	0.8637551415436728
U153377CM2014D21631	125269601	99.49%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	124555278	124555278	112809555	1	0.905699	107794261	0.955542	15856970187	7442311823	4241788467	4172869897	5178105998	0.736843	0.263157	0.636961	110.14070	118.57979	0.395702	0.275316	21.50234	0.013792	1.693997	0.983905	0.976672	0.970670	0.961441	0.944462	0.912864	0.554749	223031418	5.257086	5.334362	5.408419	5.479256	5.560397	6.024057	5.543856	1.184522	170621_NB501012_0153_AHJC5MBGX2_old	9.42467403186552	Exomes	83373	0.908531538987442	0.8616218679908364
U091596CM2017D02893	107139394	99.57%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	106545654	106545654	 96647744	1	0.907102	 92314633	0.955166	13588492297	6381415208	3737515653	3469561436	4438239903	0.744669	0.255331	0.630641	 94.44021	101.66930	0.396647	0.275866	21.51512	0.014376	1.666710	0.983582	0.975778	0.967772	0.953857	0.926235	0.875815	0.433979	196218858	5.182257	5.264912	5.353078	5.438489	5.529411	6.065019	3.846444	1.488642	170621_NB501012_0153_AHJC5MBGX2_old	9.277940568673	Exomes	82781	0.9055097184136457	0.8647636534953673
U177232CM2017D05690	99789770	99.54%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	 99193066	 99193066	 90597844	1	0.913349	 86412629	0.953804	12686035029	6040999279	3472623236	3172412514	4208428332	0.749929	0.250071	0.634984	 89.40231	 96.39825	0.403321	0.280971	21.81629	0.014947	1.691197	0.983377	0.975919	0.967328	0.950366	0.913837	0.849931	0.387676	198059833	5.177625	5.261903	5.338519	5.430458	5.522398	6.061775	5.469122	1.036301	170621_NB501012_0153_AHJC5MBGX2_old	8.65341430746657	Exomes	80970	0.9079535630480425	0.8676423366679017
U146668CM2016D21847	122330043	99.50%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	121651452	121651452	109102771	1	0.896847	104000806	0.953237	15278331078	7232310817	4282185706	3763834555	5032200917	0.753649	0.246351	0.628105	107.03284	115.20065	0.393716	0.273945	21.68698	0.013778	1.669575	0.984160	0.976796	0.970138	0.960059	0.941549	0.908233	0.534139	201938358	5.149038	5.224258	5.305746	5.393502	5.483766	6.002783	4.251229	1.353922	170621_NB501012_0153_AHJC5MBGX2_old	10.3097744930697	Exomes	87725	0.9074494157879738	0.8616927899686521
U125167CM2010D12278	122071727	99.55%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	121379514	121379514	108590194	1	0.894634	103603420	0.954077	15244769468	7353470489	4152550993	3738747986	5114820413	0.754752	0.245248	0.639098	108.82591	117.13183	0.401208	0.279067	22.09884	0.014025	1.673312	0.983953	0.976913	0.970589	0.961021	0.943160	0.910322	0.547783	197185431	5.062943	5.138208	5.222881	5.307555	5.399754	5.911557	4.967676	1.271327	170621_NB501012_0153_AHJC5MBGX2_old	10.5243031547227	Exomes	82422	0.9075974861080779	0.8601101647618354
U173931CF2016D22264	115270468	99.54%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	114621692	114621692	103705205	1	0.904761	 99041839	0.955032	14575638116	7053878872	3928681098	3593078146	4901453616	0.753487	0.246513	0.642280	104.39218	112.24389	0.407553	0.283192	22.17167	0.014182	1.650645	0.983863	0.976534	0.969840	0.959833	0.941139	0.906398	0.518719	207453172	4.975937	5.047067	5.121160	5.198217	5.287130	5.742360	3.879652	1.499139	170621_NB501012_0153_AHJC5MBGX2_old	22.1185046027494	Exomes	145421	0.8891975711898557	0.8566300603076584
U168334CM2016D07421	116389167	99.61%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	115869430	115869430	101078547	1	0.872349	 96648981	0.956177	14279509095	6749889789	4059890730	3469728576	4698145892	0.757013	0.242987	0.624424	 99.89337	107.64621	0.385790	0.268522	21.65616	0.014643	1.681972	0.983323	0.976111	0.969100	0.957479	0.934548	0.891705	0.481097	153641797	5.216906	5.325389	5.433872	5.560435	5.686998	6.475305	5.208663	1.326988	170623_NB501012_0154_AHVWL5BGX2	12.7576186468782	Exomes	83682	0.9092397409239741	0.8710475371047537
U179026CM2017D09201	122619225	99.69%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	122099280	122099280	106825309	1	0.874905	102207444	0.956772	15115428735	7198378704	4221203974	3695846057	5019169761	0.755492	0.244508	0.630354	106.53067	114.95842	0.390431	0.272234	21.81786	0.014096	1.690565	0.983899	0.976953	0.970394	0.960488	0.941582	0.906313	0.532865	165963007	5.185068	5.280473	5.391780	5.499906	5.610576	6.312761	5.372773	1.435572	170623_NB501012_0154_AHVWL5BGX2	12.4955091877713	Exomes	84789	0.8991732418120275	0.8616683767941596
U179494PM2017D10567	101956976	99.69%	SureSelect_CREv2_elidS30409818_Covered	3095693981	67570952	44205248	0.654205	101531626	101531626	 89367423	1	0.880193	 85510982	0.956847	12649029879	6058368216	3618440879	2972220784	4210992402	0.765024	0.234976	0.626071	 89.65936	 96.50508	0.395164	0.274667	21.94302	0.015018	1.663881	0.982995	0.975485	0.966877	0.951214	0.918615	0.859244	0.392188	146427278	5.103989	5.207133	5.323501	5.453093	5.581626	6.394085	4.327338	1.515999	170623_NB501012_0154_AHVWL5BGX2	11.9676361323194	Exomes	80909	0.8984167397940896	0.8612268103672026
